NAME,ALT_NAME1,ALT_NAME2,SOURCE,DEFINITION,REG_NAME,DIST_NAME,RELIABILIT,X_COORD,Y_COORD,P_CODE,CODE,FID_1,FID_Somali,NAME_1,ALT_NAME_1,ALT_NAME_2,SOURCE_1,DEFINITI_1,REG_NAME_1,DIST_NAM_1,RELIABIL_1,X_COORD_1,Y_COORD_1,P_CODE_1,CODE_1,FID_som_ad,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,admin1Name,admin1Pcod,admin0Name,admin0Pcod
Qabriile,,,INGO - 2010,Settlement,Galgaduud,Cabudwaaq,Unverified,46.52160500000,6.02492000000,NB-3808-Z01-001,Z01-001,"7175","7623",Qabriile,,,INGO - 2010,Settlement,Galgaduud,Cabudwaaq,Unverified,46.52160500000,6.02492000000,NB-3808-Z01-001,Z01-001,"35",Cabudwaaq,SO1902,Cabudwaaq,"Caabudwaaq, Abudwaq",,Galgaduud,SO19,Somalia,SO
Qabura,,,UNDP - 1997,Settlement,Woqooyi Galbeed,Berbera,Verified,45.72050100000,10.75080000000,NC-3807-F16-001,F16-001,"9302","7624",Qabura,,,UNDP - 1997,Settlement,Woqooyi Galbeed,Berbera,Verified,45.72050100000,10.75080000000,NC-3807-F16-001,F16-001,"7",Berbera,SO1202,Berbera,,,Woqooyi Galbeed,SO12,Somalia,SO
Qabuurta,,,UNDP - 2006,Settlement,Awdal,Baki,Verified,43.48856000000,10.04519000000,NC-3805-Y33-001,Y33-001,"8888","7625",Qabuurta,,,UNDP - 2006,Settlement,Awdal,Baki,Verified,43.48856000000,10.04519000000,NC-3805-Y33-001,Y33-001,"3",Baki,SO1102,Baki,,,Awdal,SO11,Somalia,SO
Qadar,,,FSAU,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.83725000000,2.54222000000,NA-3806-L30-002,L30-002,"2755","7626",Qadar,,,FSAU,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.83725000000,2.54222000000,NA-3806-L30-002,L30-002,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Qadid,,,INGO - 2010,Settlement,Bakool,Waajid,Unverified,43.69202400000,3.93328700000,NA-3802-B05-001,B05-001,"6103","7627",Qadid,,,INGO - 2010,Settlement,Bakool,Waajid,Unverified,43.69202400000,3.93328700000,NA-3802-B05-001,B05-001,"60",Waajid,SO2504,Waajid,Wajid,,Bakool,SO25,Somalia,SO
Qadiidda,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.08086000000,3.23857000000,NA-3801-U02-001,U02-001,"5026","7628",Qadiidda,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.08086000000,3.23857000000,NA-3801-U02-001,U02-001,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Qadiidli-Wiin,Qadjidle,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,43.89497000000,2.96463000000,NA-3806-A09-002,A09-002,"4141","7629",Qadiidli-Wiin,Qadjidle,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,43.89497000000,2.96463000000,NA-3806-A09-002,A09-002,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Qadiidli-Yarey,Qadiidle Xarey,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,43.90878000000,2.96366000000,NA-3806-A09-001,A09-001,"4137","7630",Qadiidli-Yarey,Qadiidle Xarey,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,43.90878000000,2.96366000000,NA-3806-A09-001,A09-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Qahira Wiin,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.45941000000,3.24312000000,NA-3801-U33-006,U33-006,"5038","7631",Qahira Wiin,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.45941000000,3.24312000000,NA-3801-U33-006,U33-006,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Qahirayary,,,FSAU,Settlement,Bay,Baidoa,Verified,43.44583000000,3.25093000000,NA-3801-T32-006,T32-006,"5055","7632",Qahirayary,,,FSAU,Settlement,Bay,Baidoa,Verified,43.44583000000,3.25093000000,NA-3801-T32-006,T32-006,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Qaidarre,,,UNDP - 1997,Settlement,Mudug,Gaalkacyo,Verified,48.32189900000,6.75050000000,NB-3905-F08-001,F08-001,"7362","7633",Qaidarre,,,UNDP - 1997,Settlement,Mudug,Gaalkacyo,Verified,48.32189900000,6.75050000000,NB-3905-F08-001,F08-001,"29",Gaalkacyo,SO1801,Gaalkacyo,"Galkacyo, Gaalkacayo, Galkayo",,Mudug,SO18,Somalia,SO
Qajacley,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.08465000000,2.82008000000,NA-3807-E02-002,E02-002,"3652","7634",Qajacley,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.08465000000,2.82008000000,NA-3807-E02-002,E02-002,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Qajafey,Khajafey,,"UNDP - 2006, UNDP - 1997",Settlement,Middle Shabelle,Jowhar,Verified,45.63776000000,2.73912000000,NA-3807-G15-006,G15-006,"3344","7635",Qajafey,Khajafey,,"UNDP - 2006, UNDP - 1997",Settlement,Middle Shabelle,Jowhar,Verified,45.63776000000,2.73912000000,NA-3807-G15-006,G15-006,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Qajawlaha,,,UNDP - 1997,Settlement,Hiraan,Bulo Burto,Verified,45.55267000000,3.66343000000,NA-3803-J13-001,J13-001,"5684","7636",Qajawlaha,,,UNDP - 1997,Settlement,Hiraan,Bulo Burto,Verified,45.55267000000,3.66343000000,NA-3803-J13-001,J13-001,"40",Bulo Burto,SO2002,Bulo Burto,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti",,Hiraan,SO20,Somalia,SO
Qalaaliyow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.71131000000,2.32353000000,NA-3806-S27-008,S27-008,"2181","7637",Qalaaliyow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.71131000000,2.32353000000,NA-3806-S27-008,S27-008,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Qalaaliyow,,,UNDP - 1997,Settlement,Middle Juba,Jilib,Verified,42.74478900000,0.46378000000,NA-3813-N17-001,N17-001,"334","7638",Qalaaliyow,,,UNDP - 1997,Settlement,Middle Juba,Jilib,Verified,42.74478900000,0.46378000000,NA-3813-N17-001,N17-001,"69",Jilib,SO2702,Jilib,,,Middle Juba,SO27,Somalia,SO
Qalaangalley,,,UNDP - 1997,Settlement,Lower Juba,Kismayo,Verified,42.09759900000,-0.44820000000,SA-3801-L03-001,L03-001,"75","7639",Qalaangalley,,,UNDP - 1997,Settlement,Lower Juba,Kismayo,Verified,42.09759900000,-0.44820000000,SA-3801-L03-001,L03-001,"71",Kismaayo,SO2801,Kismaayo,Kismayo,,Lower Juba,SO28,Somalia,SO
Qalafdhere,,,UNDP - 2006,Settlement,Gedo,Doolow,Verified,41.99757000000,3.92003000000,NA-3704-B33-004,B33-004,"6071","7640",Qalafdhere,,,UNDP - 2006,Settlement,Gedo,Doolow,Verified,41.99757000000,3.92003000000,NA-3704-B33-004,B33-004,"66",Doolow,SO2605,Doolow,"Dolow, Dolo",,Gedo,SO26,Somalia,SO
Qalafe,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.12215000000,2.58960000000,NA-3807-K03-004,K03-004,"2927","7641",Qalafe,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.12215000000,2.58960000000,NA-3807-K03-004,K03-004,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Qalamow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.57059000000,3.59280000000,NA-3802-K02-005,K02-005,"5584","7642",Qalamow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.57059000000,3.59280000000,NA-3802-K02-005,K02-005,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Qalan Gashe,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.69432000000,2.14495000000,NA-3806-W05-005,W05-005,"1743","7643",Qalan Gashe,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.69432000000,2.14495000000,NA-3806-W05-005,W05-005,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Qalanja,,,UNDP - 1997,Settlement,Middle Juba,Jilib,Verified,42.73963200000,0.37135000000,NA-3813-R17-004,R17-004,"305","7644",Qalanja,,,UNDP - 1997,Settlement,Middle Juba,Jilib,Verified,42.73963200000,0.37135000000,NA-3813-R17-004,R17-004,"69",Jilib,SO2702,Jilib,,,Middle Juba,SO27,Somalia,SO
Qalanol,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,43.95313400000,2.83655800000,NA-3806-D10-002,D10-002,"3710","7645",Qalanol,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,43.95313400000,2.83655800000,NA-3806-D10-002,D10-002,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Qalanqal,,,INGO - 2010,Settlement,Mudug,Gaalkacyo,Unverified,47.51402100000,6.63822900000,NB-3808-J23-001,J23-001,"7321","7646",Qalanqal,,,INGO - 2010,Settlement,Mudug,Gaalkacyo,Unverified,47.51402100000,6.63822900000,NB-3808-J23-001,J23-001,"29",Gaalkacyo,SO1801,Gaalkacyo,"Galkacyo, Gaalkacayo, Galkayo",,Mudug,SO18,Somalia,SO
Qalan-Qal,,,UNDP - 2006,Settlement,Nugaal,Burtinle,Verified,48.10330000000,7.79030000000,NB-3901-F03-001,F03-001,"7485","7647",Qalan-Qal,,,UNDP - 2006,Settlement,Nugaal,Burtinle,Verified,48.10330000000,7.79030000000,NB-3901-F03-001,F03-001,"27",Burtinle,SO1702,Burtinle,,,Nugaal,SO17,Somalia,SO
Qalanqalle,,,INGO - 2010,Settlement,Mudug,Hobyo,Unverified,48.13681400000,5.82307200000,NB-3909-E04-001,E04-001,"7138","7648",Qalanqalle,,,INGO - 2010,Settlement,Mudug,Hobyo,Unverified,48.13681400000,5.82307200000,NB-3909-E04-001,E04-001,"31",Hobyo,SO1803,Hobyo,,,Mudug,SO18,Somalia,SO
Qalawiley,Qalawile,Qalawcle,"UNDP - 1997, FSAU",Settlement,Lower Juba,Afmadow,Verified,42.09803000000,0.79505000000,NA-3813-E03-001,E03-001,"464","7649",Qalawiley,Qalawile,Qalawcle,"UNDP - 1997, FSAU",Settlement,Lower Juba,Afmadow,Verified,42.09803000000,0.79505000000,NA-3813-E03-001,E03-001,"72",Afmadow,SO2802,Afmadow,,,Lower Juba,SO28,Somalia,SO
Qale,,,FSAU,Settlement,Lower Juba,Afmadow,Verified,42.05624000000,0.71728000000,NA-3813-G02-001,G02-001,"439","7650",Qale,,,FSAU,Settlement,Lower Juba,Afmadow,Verified,42.05624000000,0.71728000000,NA-3813-G02-001,G02-001,"72",Afmadow,SO2802,Afmadow,,,Lower Juba,SO28,Somalia,SO
Qalimow,,,"UNDP - 2006, UNDP - 1997",Settlement,Middle Shabelle,Balcad,Verified,45.36949000000,2.58778000000,NA-3807-K09-001,K09-001,"2919","7651",Qalimow,,,"UNDP - 2006, UNDP - 1997",Settlement,Middle Shabelle,Balcad,Verified,45.36949000000,2.58778000000,NA-3807-K09-001,K09-001,"44",Balcad,SO2103,Balcad,Balad,,Middle Shabelle,SO21,Somalia,SO
Qallad,,,UNDP - 1997,Settlement,Mudug,Hobyo,Verified,48.93240000000,5.97040000000,NB-3909-A21-001,A21-001,"7164","7652",Qallad,,,UNDP - 1997,Settlement,Mudug,Hobyo,Verified,48.93240000000,5.97040000000,NB-3909-A21-001,A21-001,"31",Hobyo,SO1803,Hobyo,,,Mudug,SO18,Somalia,SO
Qalley,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,42.01205100000,0.73144000000,NA-3813-G01-001,G01-001,"447","7653",Qalley,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,42.01205100000,0.73144000000,NA-3813-G01-001,G01-001,"72",Afmadow,SO2802,Afmadow,,,Lower Juba,SO28,Somalia,SO
Qalloocan,,,"GTZ - 2002, UNDP - 1997",Settlement,Sool,Caynabo,Verified,46.48130900000,9.10210000000,NC-3811-X33-001,X33-001,"7898","7654",Qalloocan,,,"GTZ - 2002, UNDP - 1997",Settlement,Sool,Caynabo,Verified,46.48130900000,9.10210000000,NC-3811-X33-001,X33-001,"14",Caynabo,SO1402,Caynabo,Ainabo,,Sool,SO14,Somalia,SO
Qaloocan,,,UNDP - 1997,Settlement,Woqooyi Galbeed,Hargeysa,Verified,44.04744000000,9.52878000000,NC-3810-M13-001,M13-001,"8227","7655",Qaloocan,,,UNDP - 1997,Settlement,Woqooyi Galbeed,Hargeysa,Verified,44.04744000000,9.52878000000,NC-3810-M13-001,M13-001,"6",Hargeysa,SO1201,Hargeysa,Hargeisa,,Woqooyi Galbeed,SO12,Somalia,SO
Qaloocan,,,"UNDP - 2006, GTZ - 2002",Settlement,Togdheer,Burco,Verified,45.75911000000,8.53835000000,NC-3815-M17-001,M17-001,"7668","7656",Qaloocan,,,"UNDP - 2006, GTZ - 2002",Settlement,Togdheer,Burco,Verified,45.75911000000,8.53835000000,NC-3815-M17-001,M17-001,"9",Burco,SO1301,Burco,Burao,,Togdheer,SO13,Somalia,SO
Qaloocan,Qallocan,,"UNDP - 2006, UNDP - 1997",Settlement,Bari,Qandala,Verified,49.88007000000,11.12540000000,NC-3902-W09-002,W09-002,"9448","7657",Qaloocan,Qallocan,,"UNDP - 2006, UNDP - 1997",Settlement,Bari,Qandala,Verified,49.88007000000,11.12540000000,NC-3902-W09-002,W09-002,"24",Qandala,SO1605,Qandala,Kandala,,Bari,SO16,Somalia,SO
Qaloocato,,,UNDP - 2006,Settlement,Sanaag,Ceerigaabo,Verified,47.31162000000,10.26281000000,NC-3808-T18-003,T18-003,"9054","7658",Qaloocato,,,UNDP - 2006,Settlement,Sanaag,Ceerigaabo,Verified,47.31162000000,10.26281000000,NC-3808-T18-003,T18-003,"17",Ceerigaabo,SO1501,Ceerigaabo,"Ceerigaavo, Erigavo, Erigabo",,Sanaag,SO15,Somalia,SO
Qaloocato,Qallocato,Qalloocato,"UNDP - 2006, GTZ - 2002, UNDP - 1997",Settlement,Togdheer,Owdweyne,Verified,44.90571000000,9.52545000000,NC-3810-M31-001,M31-001,"8223","7659",Qaloocato,Qallocato,Qalloocato,"UNDP - 2006, GTZ - 2002, UNDP - 1997",Settlement,Togdheer,Owdweyne,Verified,44.90571000000,9.52545000000,NC-3810-M31-001,M31-001,"11",Owdweyne,SO1303,Owdweyne,Oodweyne,,Togdheer,SO13,Somalia,SO
Qalooliyow,,,UNDP - 1997,Settlement,Middle Juba,Jilib,Verified,42.69522100000,0.62958000000,NA-3813-J16-001,J16-001,"413","7660",Qalooliyow,,,UNDP - 1997,Settlement,Middle Juba,Jilib,Verified,42.69522100000,0.62958000000,NA-3813-J16-001,J16-001,"69",Jilib,SO2702,Jilib,,,Middle Juba,SO27,Somalia,SO
Qaloomow,,,UNDP - 2006,Settlement,Lower Shabelle,Qoryooley,Verified,44.42944000000,1.75097000000,NA-3810-F21-001,F21-001,"1068","7661",Qaloomow,,,UNDP - 2006,Settlement,Lower Shabelle,Qoryooley,Verified,44.42944000000,1.75097000000,NA-3810-F21-001,F21-001,"50",Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO
Qalqalocan,,,INGO - 2010,Settlement,Mudug,Hobyo,Unverified,47.73715700000,6.21168400000,NB-3808-U28-001,U28-001,"7218","7662",Qalqalocan,,,INGO - 2010,Settlement,Mudug,Hobyo,Unverified,47.73715700000,6.21168400000,NB-3808-U28-001,U28-001,"31",Hobyo,SO1803,Hobyo,,,Mudug,SO18,Somalia,SO
Qalwo,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.30582000000,3.37180000000,NA-3801-R07-001,R07-001,"5341","7663",Qalwo,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.30582000000,3.37180000000,NA-3801-R07-001,R07-001,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Qalwo,,,UNDP - 2006,Settlement,Bari,Qardho,Verified,49.51478000000,9.63611000000,NC-3810-J01-005,J01-005,"8391","7664",Qalwo,,,UNDP - 2006,Settlement,Bari,Qardho,Verified,49.51478000000,9.63611000000,NC-3810-J01-005,J01-005,"25",Qardho,SO1606,Qardho,Gardo,,Bari,SO16,Somalia,SO
Qamuudo,,,UNDP - 2006,Settlement,Gedo,Ceel Waaq,Verified,41.12935000000,2.81356000000,NA-3708-E14-001,E14-001,"3625","7665",Qamuudo,,,UNDP - 2006,Settlement,Gedo,Ceel Waaq,Verified,41.12935000000,2.81356000000,NA-3708-E14-001,E14-001,"65",Ceel Waaq,SO2604,Ceel Waaq,"Ceel Waq, El Wak, El Waq",,Gedo,SO26,Somalia,SO
Qanbob,,,INGO - 2010,Settlement,Galgaduud,Cabudwaaq,Unverified,46.02710800000,5.59784300000,NB-3811-K23-001,K23-001,"7101","7666",Qanbob,,,INGO - 2010,Settlement,Galgaduud,Cabudwaaq,Unverified,46.02710800000,5.59784300000,NB-3811-K23-001,K23-001,"35",Cabudwaaq,SO1902,Cabudwaaq,"Caabudwaaq, Abudwaq",,Galgaduud,SO19,Somalia,SO
Qandal,,,UNDP - 1997,Settlement,Lower Juba,Kismayo,Verified,42.48455000000,-0.44825000000,SA-3801-L11-001,L11-001,"76","7667",Qandal,,,UNDP - 1997,Settlement,Lower Juba,Kismayo,Verified,42.48455000000,-0.44825000000,SA-3801-L11-001,L11-001,"71",Kismaayo,SO2801,Kismaayo,Kismayo,,Lower Juba,SO28,Somalia,SO
Qandala,,,"UNDP - 2006, UNDP - 1997",District Capital,Bari,Qandala,Verified,49.87262000000,11.47400000000,NC-3902-N09-003,N09-003,"9546","7668",Qandala,,,"UNDP - 2006, UNDP - 1997",District Capital,Bari,Qandala,Verified,49.87262000000,11.47400000000,NC-3902-N09-003,N09-003,"24",Qandala,SO1605,Qandala,Kandala,,Bari,SO16,Somalia,SO
Qaniin Yaale,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.10511000000,3.80688000000,NA-3801-E03-002,E03-002,"5879","7669",Qaniin Yaale,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.10511000000,3.80688000000,NA-3801-E03-002,E03-002,"67",Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO
Qanrar,,,INGO - 2010,Settlement,Galgaduud,Dhuusamarreeb,Unverified,46.65417500000,5.52802700000,NB-3812-M04-001,M04-001,"7078","7670",Qanrar,,,INGO - 2010,Settlement,Galgaduud,Dhuusamarreeb,Unverified,46.65417500000,5.52802700000,NB-3812-M04-001,M04-001,"34",Dhuusamarreeb,SO1901,Dhuusamarreeb,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,Galgaduud,SO19,Somalia,SO
Qanreedi,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.46398000000,2.16115000000,NA-3805-W33-006,W33-006,"1791","7671",Qanreedi,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.46398000000,2.16115000000,NA-3805-W33-006,W33-006,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Qansax Dheere,Gansahdere,Kansahdere,"UNDP - 1997, FSAU",District Capital,Bay,Qansax Dheere,Verified,43.00434100000,2.87123000000,NA-3805-D23-004,D23-004,"3823","7672",Qansax Dheere,Gansahdere,Kansahdere,"UNDP - 1997, FSAU",District Capital,Bay,Qansax Dheere,Verified,43.00434100000,2.87123000000,NA-3805-D23-004,D23-004,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Qansax Dheere/Busley,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00635000000,2.87270000000,NA-3805-D23-005,D23-005,"3824","7673",Qansax Dheere/Busley,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00635000000,2.87270000000,NA-3805-D23-005,D23-005,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Qansax Dheere/Deg-Jinaay,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00173000000,2.87564000000,NA-3805-C23-001,C23-001,"3838","7674",Qansax Dheere/Deg-Jinaay,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00173000000,2.87564000000,NA-3805-C23-001,C23-001,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Qansax Dheere/Garsoor,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00152000000,2.87121000000,NA-3805-D23-003,D23-003,"3820","7675",Qansax Dheere/Garsoor,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00152000000,2.87121000000,NA-3805-D23-003,D23-003,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Qansax Dheere/Wadijir,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00312000000,2.87427000000,NA-3805-D23-006,D23-006,"3839","7676",Qansax Dheere/Wadijir,,,UNDP - 2006,Part of town,Bay,Qansax Dheere,Verified,43.00312000000,2.87427000000,NA-3805-D23-006,D23-006,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Qansax Oomane,,,UNDP - 2006,Settlement,Gedo,Doolow,Verified,41.88157000000,3.93381000000,NA-3704-B31-011,B31-011,"6104","7677",Qansax Oomane,,,UNDP - 2006,Settlement,Gedo,Doolow,Verified,41.88157000000,3.93381000000,NA-3704-B31-011,B31-011,"66",Doolow,SO2605,Doolow,"Dolow, Dolo",,Gedo,SO26,Somalia,SO
Qansax Sheb,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.32123200000,2.82978000000,NA-3805-E30-002,E30-002,"3683","7678",Qansax Sheb,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.32123200000,2.82978000000,NA-3805-E30-002,E30-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Qansaxdheere,,,UNDP - 1997,Settlement,Bay,Qansax Dheere,Verified,42.93116000000,2.88901000000,NA-3805-C21-001,C21-001,"3885","7679",Qansaxdheere,,,UNDP - 1997,Settlement,Bay,Qansax Dheere,Verified,42.93116000000,2.88901000000,NA-3805-C21-001,C21-001,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Qansaxle,,,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,tbd,tbd,Verified,47.09677000000,7.11534000000,NB-3804-X14-001,X14-001,"0","0",,,,,,,,,0.00000000000,0.00000000000,,,"0",,,,,,,,,
Qansaxley,,,UNDP - 1997,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.00872000000,2.58504000000,NA-3807-K01-002,K01-002,"2906","7681",Qansaxley,,,UNDP - 1997,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.00872000000,2.58504000000,NA-3807-K01-002,K01-002,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Qanyar Baroore,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,44.67690000000,2.23295000000,NA-3806-U26-006,U26-006,"1963","7682",Qanyar Baroore,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,44.67690000000,2.23295000000,NA-3806-U26-006,U26-006,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Qanyarey,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,43.07647000000,3.08766000000,NA-3801-X24-003,X24-003,"4550","7683",Qanyarey,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,43.07647000000,3.08766000000,NA-3801-X24-003,X24-003,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Qaraarow,,,UNDP - 2006,Settlement,Gedo,Belet Xaawo,Verified,41.85150000000,3.57102000000,NA-3704-L30-004,L30-004,"5556","7684",Qaraarow,,,UNDP - 2006,Settlement,Gedo,Belet Xaawo,Verified,41.85150000000,3.57102000000,NA-3704-L30-004,L30-004,"64",Belet Xaawo,SO2603,Belet Xaawo,Belet Xaawa,,Gedo,SO26,Somalia,SO
Qaradhi,,,"UNDP - 2006, UNDP - 1997",Settlement,Galgaduud,Cabudwaaq,Verified,46.61505000000,6.00596000000,NB-3808-Z03-001,Z03-001,"7169","7685",Qaradhi,,,"UNDP - 2006, UNDP - 1997",Settlement,Galgaduud,Cabudwaaq,Verified,46.61505000000,6.00596000000,NB-3808-Z03-001,Z03-001,"35",Cabudwaaq,SO1902,Cabudwaaq,"Caabudwaaq, Abudwaq",,Galgaduud,SO19,Somalia,SO
Qaramey,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.07119000000,3.93147000000,NA-3802-B13-002,B13-002,"6102","7686",Qaramey,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.07119000000,3.93147000000,NA-3802-B13-002,B13-002,"57",Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO
Qaran Cad,,,KEMRI - 2007,Settlement,Woqooyi Galbeed,Gebiley,Verified,43.55976000000,9.61711000000,NC-3810-K02-001,K02-001,"8362","7687",Qaran Cad,,,KEMRI - 2007,Settlement,Woqooyi Galbeed,Gebiley,Verified,43.55976000000,9.61711000000,NC-3810-K02-001,K02-001,"8",Gebiley,SO1203,Gebiley,Gabiley,,Woqooyi Galbeed,SO12,Somalia,SO
Qaranka,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.18143800000,2.88632000000,NA-3806-C15-002,C15-002,"3877","7688",Qaranka,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.18143800000,2.88632000000,NA-3806-C15-002,C15-002,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Qaranka,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.05047000000,2.68650000000,NA-3807-H02-004,H02-004,"3183","7689",Qaranka,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.05047000000,2.68650000000,NA-3807-H02-004,H02-004,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
